Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
TJ1:bin_000341.fa,o__Clostridiales (UID1212),172,263,149,60.2,1.72,28.57,1015008,20554,1067,1067,13738,339,283,264,3051,2729,38.5,2.67,-100.0,-1,-1,111,145,7,0,0,0
TJ1:bin_000342.fa,o__Clostridiales (UID1212),172,261,147,79.85,6.05,73.68,1897326,18659,1869,1869,9192,357,297,287,1312,1262,36.7,8.04,-100.0,-1,-1,69,173,19,0,0,0
TJ1:bin_000343.fa,o__Bacteroidales (UID2657),160,492,269,88.56,36.15,6.88,3487290,35719,3502,3502,3513,364,282,272,1887,1735,37.2,6.41,-100.0,-1,-1,71,285,124,12,0,0
TJ1:bin_000344.fa,o__Bacteroidales (UID2621),198,427,260,86.39,50.49,79.74,3831616,49201,4310,4310,2922,350,271,259,1447,1339,37.5,6.2,-100.0,-1,-1,62,202,136,22,5,0
TJ1:bin_000345.fa,o__Clostridiales (UID1212),172,263,149,66.68,12.86,21.74,1979555,18502,2120,2120,6300,346,274,265,1535,1472,37.1,4.57,-100.0,-1,-1,110,130,23,0,0,0
TJ1:bin_000346.fa,f__Spirochaetaceae (UID2535),33,249,143,75.48,19.33,30.95,3533262,61769,3616,3616,5536,362,283,266,2468,2320,39.1,8.84,-100.0,-1,-1,54,159,33,3,0,0
TJ1:bin_000347.fa,o__Clostridiales (UID1120),304,247,141,95.35,62.89,10.9,3504814,43270,3964,3964,4549,344,268,257,2995,2862,39.5,7.35,-100.0,-1,-1,18,106,108,14,1,0
TJ1:bin_000348.fa,o__Clostridiales (UID1212),172,263,149,73.97,5.77,30.77,1978893,17540,2089,2089,6396,337,274,266,1909,1833,38.7,5.71,-100.0,-1,-1,80,170,13,0,0,0
TJ1:bin_000349.fa,k__Bacteria (UID203),5449,103,57,76.67,5.26,75.0,2267899,27229,2242,2243,16947,379,310,298,1519,1451,38.7,4.81,-100.0,-1,-1,51,48,4,0,0,0
TJ1:bin_000350.fa,o__Clostridiales (UID1212),172,261,147,84.47,11.53,84.38,2016440,19443,1985,1985,9406,360,293,284,1374,1310,37.3,7.49,-100.0,-1,-1,70,167,20,4,0,0
TJ1:bin_000351.fa,f__Lachnospiraceae (UID1286),57,420,207,82.92,15.43,58.0,2356741,31696,2295,2295,12233,379,307,293,1518,1454,38.7,5.95,-100.0,-1,-1,90,280,50,0,0,0
TJ1:bin_000352.fa,o__Clostridiales (UID1212),172,263,149,74.16,0.0,0.0,1679939,25235,1700,1700,6767,375,302,287,1570,1458,39.6,6.88,-100.0,-1,-1,87,176,0,0,0,0
TJ1:bin_000353.fa,k__Bacteria (UID2328),3167,126,75,74.02,0.0,0.0,976017,19557,1055,1055,10710,338,276,258,2004,1808,40.5,4.94,-100.0,-1,-1,58,68,0,0,0,0
TJ1:bin_000354.fa,k__Bacteria (UID203),5449,103,57,62.79,1.75,100.0,2611612,32566,2491,2491,12895,374,314,301,1649,1538,39.1,6.31,-100.0,-1,-1,61,40,2,0,0,0
TJ1:bin_000355.fa,k__Archaea (UID2),207,149,107,72.62,32.39,17.24,2241104,21268,2917,2917,2513,296,229,222,1511,1457,39.6,2.62,-100.0,-1,-1,41,66,34,8,0,0
TJ1:bin_000356.fa,o__Clostridiales (UID1226),155,278,158,72.32,1.27,0.0,2087974,22649,1952,1952,10035,374,309,297,3093,2968,39.9,3.47,-100.0,-1,-1,91,185,2,0,0,0
TJ1:bin_000357.fa,o__Clostridiales (UID1226),155,278,158,75.28,4.08,66.67,2269424,24256,2360,2360,7651,354,290,280,4176,4051,40.4,3.6,-100.0,-1,-1,94,175,9,0,0,0
TJ1:bin_000358.fa,o__Clostridiales (UID1120),304,247,141,67.89,5.58,80.0,1062636,21123,1109,1110,10176,336,273,253,2622,2411,37.9,7.73,-100.0,-1,-1,103,134,10,0,0,0
TJ1:bin_000359.fa,o__Clostridiales (UID1212),172,263,149,99.33,7.41,23.33,2535457,27270,2528,2528,37102,361,296,285,2356,2225,37.8,6.52,-100.0,-1,-1,2,231,30,0,0,0
TJ1:bin_000360.fa,o__Bacteroidales (UID2716),92,487,270,82.56,14.77,31.08,2948782,45925,2636,2636,9714,414,330,313,2720,2544,37.4,4.59,-100.0,-1,-1,107,312,65,3,0,0
TJ1:bin_000361.fa,k__Bacteria (UID203),5449,104,58,98.28,81.22,16.17,3510140,49386,3426,3426,22075,382,303,288,2101,1931,38.0,5.96,-100.0,-1,-1,1,40,34,15,13,1
TJ1:bin_000362.fa,o__Clostridiales (UID1212),172,263,149,83.97,11.59,33.33,1576623,26134,1753,1753,4512,339,275,260,3552,3223,40.0,6.25,-100.0,-1,-1,61,177,24,1,0,0
TJ1:bin_000363.fa,f__Lachnospiraceae (UID1286),57,420,207,75.88,3.86,25.0,2416599,31663,2412,2413,8737,381,305,292,1555,1498,40.7,6.0,-100.0,-1,-1,126,282,12,0,0,0
TJ1:bin_000364.fa,p__Actinobacteria (UID2112),31,211,124,67.04,1.01,0.0,1277117,11016,1271,1271,5273,374,292,283,1804,1700,36.8,5.36,-100.0,-1,-1,74,135,2,0,0,0
TJ1:bin_000365.fa,k__Bacteria (UID203),5449,104,58,67.24,1.72,0.0,1946791,24782,1678,1678,10474,424,350,335,3404,3203,37.4,3.98,-100.0,-1,-1,60,43,1,0,0,0
TJ1:bin_000366.fa,k__Bacteria (UID2372),131,176,105,71.22,2.94,40.0,1609648,20823,1720,1720,8609,347,281,269,1953,1858,39.9,3.96,-100.0,-1,-1,75,96,5,0,0,0
TJ1:bin_000367.fa,k__Bacteria (UID203),5449,104,58,67.24,5.17,50.0,2721313,52448,2838,2839,9884,331,275,256,2382,2158,42.2,4.65,-100.0,-1,-1,59,41,4,0,0,0
TJ1:bin_000368.fa,f__Lachnospiraceae (UID1286),57,420,207,79.95,17.77,22.22,3714236,47582,3842,3842,6832,368,293,280,3316,3086,38.8,6.16,-100.0,-1,-1,83,274,51,11,1,0
TJ1:bin_000369.fa,k__Bacteria (UID203),5449,104,58,67.76,29.78,5.13,1916220,22767,2064,2064,5883,376,285,274,2879,2774,38.5,7.63,-100.0,-1,-1,25,48,27,4,0,0
TJ1:bin_000370.fa,k__Bacteria (UID2372),131,176,105,76.35,14.66,69.23,2579959,34661,2886,2886,4883,343,265,253,2630,2494,39.4,8.34,-100.0,-1,-1,59,97,17,3,0,0
TJ1:bin_000371.fa,k__Bacteria (UID203),5449,104,58,85.74,45.22,59.62,2513155,20382,2797,2797,3484,334,259,251,1487,1436,38.6,3.68,-100.0,-1,-1,15,56,28,2,3,0
TJ1:bin_000372.fa,o__Clostridiales (UID1212),172,263,149,63.7,11.75,37.5,1555736,13964,1637,1637,6092,349,283,274,1438,1399,37.3,3.58,-100.0,-1,-1,96,135,32,0,0,0
TJ1:bin_000373.fa,k__Bacteria (UID203),5449,100,55,66.06,10.91,100.0,2298158,43002,2765,2765,4472,305,242,226,2371,2219,35.9,6.75,-100.0,-1,-1,58,35,6,1,0,0
TJ1:bin_000374.fa,f__Lachnospiraceae (UID1286),57,420,207,70.56,1.45,20.0,2013151,31017,2087,2087,6954,363,296,281,2008,1874,40.3,6.31,-100.0,-1,-1,151,264,5,0,0,0
TJ1:bin_000375.fa,k__Bacteria (UID203),5449,104,58,49.06,4.04,0.0,1744271,19927,1888,1888,3201,355,270,260,1736,1619,37.1,6.28,-100.0,-1,-1,43,40,21,0,0,0
TJ1:bin_000376.fa,o__Clostridiales (UID1226),155,278,158,74.61,10.41,62.96,2198337,29176,2622,2622,2972,324,257,246,1515,1443,41.7,3.9,-100.0,-1,-1,82,173,21,2,0,0
TJ1:bin_000377.fa,k__Bacteria (UID203),5449,103,57,76.26,16.43,34.62,2772347,44382,2927,2927,6977,355,287,272,1903,1714,39.2,4.74,-100.0,-1,-1,34,43,26,0,0,0
TJ1:bin_000378.fa,o__Clostridiales (UID1212),172,263,149,60.82,9.4,0.0,2503783,38884,2970,2970,2676,327,258,245,1985,1866,39.2,6.69,-100.0,-1,-1,113,135,14,1,0,0
TJ1:bin_000379.fa,k__Bacteria (UID203),5449,104,58,67.12,0.0,0.0,1956935,29271,1613,1613,11472,443,369,351,2521,2342,38.2,4.25,-100.0,-1,-1,53,51,0,0,0,0
TJ1:bin_000380.fa,k__Bacteria (UID2569),434,278,186,77.72,35.35,48.51,2870762,39865,3084,3084,3356,355,279,266,3990,3763,37.0,6.07,-100.0,-1,-1,61,130,80,7,0,0
TJ1:bin_000381.fa,k__Bacteria (UID203),5449,104,58,84.17,49.84,55.71,2924406,34379,3094,3094,2738,354,273,262,1526,1442,36.5,2.92,-100.0,-1,-1,12,46,37,7,2,0
TJ1:bin_000382.fa,o__Clostridiales (UID1212),172,263,149,74.46,0.67,100.0,1615965,16036,1654,1654,9657,357,295,285,2408,2365,38.9,3.66,-100.0,-1,-1,83,179,1,0,0,0
TJ1:bin_000383.fa,o__Clostridiales (UID1120),304,250,143,56.12,2.62,16.67,1295194,24709,1340,1340,7632,365,285,267,2548,2360,38.3,6.77,-100.0,-1,-1,118,126,6,0,0,0
TJ1:bin_000384.fa,k__Bacteria (UID203),5449,103,58,94.36,61.21,11.94,2686708,50164,3240,3240,3277,309,250,235,1719,1611,36.4,6.96,-100.0,-1,-1,9,43,43,8,0,0
TJ1:bin_000385.fa,o__Clostridiales (UID1212),172,263,149,84.17,42.88,20.0,3736978,62846,4325,4325,2745,332,255,241,1488,1384,39.8,6.1,-100.0,-1,-1,53,139,51,17,3,0
TJ1:bin_000386.fa,k__Bacteria (UID203),5449,98,58,92.92,63.47,10.71,3354862,29292,3860,3860,4324,324,254,246,1397,1353,39.1,4.6,-100.0,-1,-1,18,31,47,1,1,0
TJ1:bin_000387.fa,o__Bacteroidales (UID2657),160,492,269,75.34,15.78,7.32,2386437,38073,2477,2477,3416,377,291,276,2126,1980,38.4,4.54,-100.0,-1,-1,114,304,70,4,0,0
TJ1:bin_000388.fa,p__Bacteroidetes (UID2605),350,316,210,72.85,31.01,6.0,2788703,32097,3235,3235,2741,324,256,246,1783,1690,39.2,5.59,-100.0,-1,-1,87,152,67,9,1,0
TJ1:bin_000389.fa,o__Clostridiales (UID1226),155,278,158,90.13,57.89,24.2,3997880,44654,4511,4511,4457,328,267,257,3506,3404,40.7,5.11,-100.0,-1,-1,44,117,97,20,0,0
TJ1:bin_000390.fa,k__Bacteria (UID2329),174,149,89,88.8,39.26,3.23,1833363,34913,2133,2133,2866,324,257,241,4429,4076,40.4,6.27,-100.0,-1,-1,19,80,44,6,0,0
TJ1:bin_000391.fa,o__Clostridiales (UID1212),172,263,149,74.76,21.02,3.23,2988621,32102,3355,3355,3715,329,261,251,3089,2902,38.8,8.56,-100.0,-1,-1,69,138,53,3,0,0
TJ1:bin_000392.fa,k__Bacteria (UID1453),901,171,117,61.86,15.73,20.83,2154882,44939,2455,2455,4019,319,260,242,4459,4113,37.1,5.49,-100.0,-1,-1,63,86,21,1,0,0
TJ1:bin_000393.fa,k__Bacteria (UID2329),174,149,89,68.36,4.21,15.38,1884406,30125,1819,1819,4723,400,309,293,1586,1484,38.9,5.89,-100.0,-1,-1,54,82,13,0,0,0
TJ1:bin_000394.fa,o__Clostridiales (UID1212),172,263,149,53.12,3.36,30.0,1085698,21731,1198,1198,5501,347,274,256,2480,2242,38.2,8.87,-100.0,-1,-1,134,121,7,1,0,0
TJ1:bin_000395.fa,k__Bacteria (UID203),5449,103,57,65.23,8.77,40.0,2253768,28233,2202,2203,10368,382,311,298,1534,1484,39.3,5.19,-100.0,-1,-1,59,39,5,0,0,0
TJ1:bin_000396.fa,k__Bacteria (UID203),5449,103,57,85.43,47.85,20.37,4025341,47874,4332,4332,5412,350,278,267,3440,3326,39.7,5.55,-100.0,-1,-1,18,39,42,4,0,0
TJ1:bin_000397.fa,k__Bacteria (UID203),5449,103,58,89.32,63.34,0.0,3455244,36911,4054,4054,3370,317,254,245,1592,1519,40.2,5.73,-100.0,-1,-1,21,38,37,7,0,0
TJ1:bin_000398.fa,k__Bacteria (UID203),5449,104,58,51.72,1.72,100.0,2230829,27359,1782,1782,11005,452,345,330,2576,2408,37.9,4.41,-100.0,-1,-1,70,33,1,0,0,0
TJ1:bin_000399.fa,o__Clostridiales (UID1212),172,263,149,58.7,1.12,33.33,762772,16735,854,854,5799,330,267,247,2179,1990,38.4,6.86,-100.0,-1,-1,123,137,3,0,0,0
TJ1:bin_000400.fa,k__Bacteria (UID203),5449,103,58,56.18,4.02,0.0,1940014,26551,2035,2035,5279,357,285,272,2461,2340,39.7,6.11,-100.0,-1,-1,61,39,3,0,0,0
TJ1:bin_000401.fa,k__Bacteria (UID203),5449,104,58,93.1,75.66,20.29,4080379,51837,3740,3740,5726,417,308,294,2344,2194,37.6,4.86,-100.0,-1,-1,5,28,42,26,3,0
TJ1:bin_000402.fa,f__Lachnospiraceae (UID1286),57,420,207,82.77,30.13,10.4,2769993,37630,2986,2986,4241,346,277,265,1321,1280,39.8,5.17,-100.0,-1,-1,88,232,89,10,1,0
TJ1:bin_000403.fa,k__Bacteria (UID203),5449,103,57,86.76,48.88,1.59,1979096,47016,2597,2597,3191,290,232,214,2135,1978,39.0,6.88,-100.0,-1,-1,14,41,44,3,0,1
TJ1:bin_000404.fa,f__Lachnospiraceae (UID1255),90,354,174,68.13,0.72,0.0,2095684,27853,2317,2317,4459,337,274,262,1939,1854,40.4,8.02,-100.0,-1,-1,133,219,2,0,0,0
TJ1:bin_000405.fa,k__Bacteria (UID203),5449,103,57,64.91,3.51,100.0,2577501,41797,2680,2680,5440,359,285,269,1579,1462,40.8,5.53,-100.0,-1,-1,62,39,2,0,0,0
TJ1:bin_000406.fa,o__Clostridiales (UID1212),172,263,149,55.48,1.91,60.0,1317156,13793,1499,1499,4495,317,258,249,1238,1200,38.4,3.42,-100.0,-1,-1,117,141,5,0,0,0
TJ1:bin_000407.fa,k__Bacteria (UID203),5449,104,58,51.43,1.72,0.0,1857667,29193,1602,1602,10660,429,354,336,3177,2958,39.2,4.97,-100.0,-1,-1,60,42,2,0,0,0
TJ1:bin_000408.fa,k__Bacteria (UID2328),3167,126,75,60.94,3.33,33.33,930831,19046,1079,1079,4371,331,264,246,2161,1971,37.8,7.41,-100.0,-1,-1,58,65,3,0,0,0
TJ1:bin_000409.fa,k__Bacteria (UID203),5449,104,58,56.9,1.72,0.0,1739958,22214,1500,1500,18402,419,342,328,2635,2492,36.7,4.56,-100.0,-1,-1,67,36,1,0,0,0
TJ1:bin_000410.fa,o__Bacteroidales (UID2716),92,487,270,83.93,31.41,44.03,3429627,52326,3463,3463,4036,386,300,285,2064,1918,38.2,4.93,-100.0,-1,-1,98,272,99,16,2,0
TJ1:bin_000411.fa,o__Bacteroidales (UID2617),213,406,265,73.15,28.14,8.33,2680426,34973,2859,2859,2987,356,275,263,1563,1487,36.4,4.38,-100.0,-1,-1,107,203,87,7,2,0
TJ1:bin_000412.fa,o__Clostridiales (UID1212),172,263,149,77.97,28.32,3.39,2685888,41604,2954,2954,3913,342,281,267,1973,1827,40.2,8.15,-100.0,-1,-1,80,128,53,2,0,0
TJ1:bin_000413.fa,k__Bacteria (UID203),5449,104,58,65.52,7.76,60.0,1692721,17043,1790,1790,7296,327,277,268,2313,2224,39.1,5.04,-100.0,-1,-1,60,39,5,0,0,0
TJ1:bin_000414.fa,o__Clostridiales (UID1212),172,263,149,57.07,0.0,0.0,1503837,22302,1662,1662,3167,337,268,255,1727,1602,40.6,7.6,-100.0,-1,-1,123,140,0,0,0,0
TJ1:bin_000415.fa,k__Bacteria (UID2329),174,149,89,51.7,13.98,2.27,2350451,50175,3037,3037,2396,300,231,214,1514,1403,38.5,6.67,-100.0,-1,-1,67,72,5,3,0,2
TJ1:bin_000416.fa,k__Bacteria (UID203),5449,104,58,55.67,3.45,50.0,1242860,14813,1193,1193,7413,399,328,316,1512,1472,40.1,4.83,-100.0,-1,-1,66,36,2,0,0,0
TJ1:bin_000417.fa,k__Bacteria (UID203),5449,104,58,58.23,6.32,60.0,2121543,19111,2250,2250,9637,334,277,268,1577,1527,38.3,5.88,-100.0,-1,-1,59,40,5,0,0,0
TJ1:bin_000418.fa,o__Clostridiales (UID1212),172,263,149,65.03,3.83,70.0,1873572,25720,2146,2146,3079,330,260,248,1512,1441,40.2,6.22,-100.0,-1,-1,107,146,10,0,0,0
TJ1:bin_000419.fa,k__Bacteria (UID2329),174,149,89,66.63,11.69,25.0,1402702,33585,1584,1584,3591,330,261,240,3274,2877,37.9,5.82,-100.0,-1,-1,60,73,16,0,0,0
TJ1:bin_000420.fa,o__Clostridiales (UID1212),172,263,149,63.57,20.8,6.15,2006506,20150,2569,2569,2066,291,226,218,1150,1110,39.7,0.0,-100.0,-1,-1,87,126,44,5,1,0
TJ1:bin_000421.fa,k__Bacteria (UID203),5449,104,58,100.0,96.11,52.63,5439964,77126,4882,4882,12917,417,318,302,2559,2374,37.3,5.31,-100.0,-1,-1,0,19,39,28,14,4
TJ1:bin_000422.fa,k__Bacteria (UID203),5449,103,58,74.62,27.29,8.11,1568289,28500,1973,1973,2913,305,245,231,1020,948,40.6,14.23,-100.0,-1,-1,25,47,28,3,0,0
TJ1:bin_000423.fa,k__Bacteria (UID203),5449,103,57,90.43,80.85,2.27,6470159,130900,5579,5582,2925,362,276,252,5856,5325,42.7,10.02,-100.0,-1,-1,11,38,40,12,2,0
TJ1:bin_000425.fa,o__Clostridiales (UID1212),172,261,148,64.82,2.7,60.0,1724079,23124,1928,1928,3438,349,270,258,2764,2609,39.8,6.52,-100.0,-1,-1,116,140,5,0,0,0
TJ1:bin_000426.fa,k__Bacteria (UID2329),174,149,89,57.62,0.0,0.0,1040749,13599,1161,1161,3079,352,271,259,1377,1287,38.3,5.82,-100.0,-1,-1,75,74,0,0,0,0
TJ2:bin_000001.fa,o__Clostridiales (UID1212),172,263,149,98.66,0.34,100.0,2098228,24366,1977,1977,55182,375,313,300,1446,1399,37.4,7.05,-100.0,-1,-1,2,260,1,0,0,0
TJ2:bin_000002.fa,c__Bacilli (UID285),586,325,181,89.94,3.59,44.44,2340649,30996,2283,2283,23927,352,284,270,1996,1841,38.4,6.64,-100.0,-1,-1,25,291,9,0,0,0
TJ2:bin_000003.fa,c__Betaproteobacteria (UID3971),223,425,211,89.57,1.95,50.0,2089368,52765,1904,1918,27707,380,321,291,1788,1601,34.7,5.57,-100.0,-1,-1,37,384,3,1,0,0
TJ2:bin_000004.fa,p__Proteobacteria (UID3887),1487,256,160,98.09,0.52,0.0,1924243,17083,1821,1821,23771,390,311,301,1941,1888,33.5,7.03,-100.0,-1,-1,4,250,2,0,0,0
TJ2:bin_000005.fa,o__Clostridiales (UID1212),172,263,149,93.29,0.6,50.0,1746565,25474,1730,1730,21321,361,295,280,1679,1500,39.7,5.79,-100.0,-1,-1,10,249,4,0,0,0
TJ2:bin_000006.fa,f__Lachnospiraceae (UID1256),33,333,171,98.25,0.34,100.0,2419552,29561,2331,2331,39862,371,305,293,1514,1450,40.7,4.41,-100.0,-1,-1,3,328,2,0,0,0
TJ2:bin_000007.fa,o__Lactobacillales (UID355),490,333,183,99.4,0.55,100.0,1774383,26806,1776,1776,32552,358,295,280,1444,1383,34.3,7.06,-100.0,-1,-1,2,330,1,0,0,0
TJ2:bin_000008.fa,o__Clostridiales (UID1212),172,263,149,97.99,1.01,50.0,2084394,37187,2032,2032,18047,369,300,282,2427,2231,39.9,5.56,-100.0,-1,-1,3,258,2,0,0,0
TJ2:bin_000009.fa,f__Lachnospiraceae (UID1286),57,420,207,96.54,0.58,0.0,2699592,35791,2501,2501,51657,393,319,305,3010,2834,38.6,4.84,-100.0,-1,-1,12,406,1,1,0,0
TJ2:bin_000010.fa,c__Gammaproteobacteria (UID4201),1164,271,170,98.24,2.28,27.27,2019038,24551,1931,1931,9596,377,311,298,1579,1493,38.7,6.7,-100.0,-1,-1,3,257,11,0,0,0
TJ2:bin_000011.fa,k__Bacteria (UID2372),131,176,105,97.14,1.33,0.0,2332631,39316,2656,2656,9800,337,267,252,1496,1416,41.8,7.6,-100.0,-1,-1,4,166,6,0,0,0
TJ2:bin_000012.fa,k__Bacteria (UID2372),131,177,106,100.0,1.6,25.0,2029129,30168,2095,2095,18672,350,288,274,1744,1628,39.7,7.8,-100.0,-1,-1,0,173,4,0,0,0
TJ2:bin_000013.fa,o__Clostridiales (UID1212),172,263,149,95.81,0.67,0.0,1602092,23406,1530,1530,24645,382,316,301,1922,1799,39.2,5.13,-100.0,-1,-1,7,255,1,0,0,0
TJ2:bin_000014.fa,o__Clostridiales (UID1212),172,263,149,96.64,0.69,0.0,2666163,48390,2564,2564,23941,371,304,285,3378,2997,40.0,6.42,-100.0,-1,-1,6,254,3,0,0,0
TJ2:bin_000015.fa,o__Clostridiales (UID1212),172,263,149,97.28,2.48,40.0,2075385,19610,2093,2093,15514,350,293,284,2617,2479,38.4,5.63,-100.0,-1,-1,10,248,5,0,0,0
TJ2:bin_000016.fa,p__Bacteroidetes (UID2605),350,316,210,93.73,1.19,0.0,2598591,36719,2224,2224,31099,440,359,342,1859,1760,39.4,4.59,-100.0,-1,-1,16,297,3,0,0,0
TJ2:bin_000017.fa,p__Euryarchaeota (UID3),148,187,124,97.4,0.0,0.0,1358985,13108,1428,1428,14787,348,285,276,1795,1751,42.4,6.37,-100.0,-1,-1,6,181,0,0,0,0
TJ2:bin_000018.fa,p__Euryarchaeota (UID3),148,188,125,97.6,0.0,0.0,1792790,35433,1682,1684,183714,349,300,278,2852,2439,37.8,9.35,-100.0,-1,-1,3,185,0,0,0,0
TJ2:bin_000019.fa,f__Lachnospiraceae (UID1286),57,420,207,98.07,1.55,0.0,2515355,32303,2317,2317,175157,392,331,317,2111,2000,39.2,6.53,-100.0,-1,-1,7,409,4,0,0,0
TJ2:bin_000020.fa,f__Veillonellaceae (UID1032),33,423,214,96.73,0.55,0.0,1912419,25509,1803,1803,64848,388,320,306,1941,1716,35.9,5.35,-100.0,-1,-1,12,409,2,0,0,0
TJ2:bin_000021.fa,o__Clostridiales (UID1212),172,261,147,96.8,2.04,14.29,2514547,25867,2416,2416,30396,375,304,294,2040,1923,37.9,5.48,-100.0,-1,-1,11,243,7,0,0,0
TJ2:bin_000022.fa,g__Prevotella (UID2724),55,567,296,94.96,7.24,13.51,3823565,54690,3579,3579,15717,415,310,295,3604,3418,37.8,5.31,-100.0,-1,-1,21,509,37,0,0,0
TJ2:bin_000023.fa,f__Lachnospiraceae (UID1286),57,420,207,98.33,4.99,36.36,2640694,34803,2467,2467,50507,385,322,308,1905,1794,39.5,5.74,-100.0,-1,-1,5,393,22,0,0,0
TJ2:bin_000024.fa,o__Bacteroidales (UID2657),160,492,269,94.75,0.37,0.0,2271670,36271,1935,1935,114461,416,345,327,2855,2654,39.0,5.35,-100.0,-1,-1,20,471,1,0,0,0
TJ2:bin_000025.fa,o__Clostridiales (UID1212),172,263,149,94.32,6.85,46.15,2385657,40801,2367,2367,18747,370,304,287,2343,2188,39.5,7.29,-100.0,-1,-1,17,235,10,1,0,0
TJ2:bin_000026.fa,c__Gammaproteobacteria (UID4201),1164,271,170,98.99,1.44,50.0,2713617,42002,2435,2435,15615,393,324,307,1716,1599,36.9,7.97,-100.0,-1,-1,5,260,6,0,0,0
TJ2:bin_000027.fa,o__Campylobacterales (UID3068),106,477,284,98.71,0.53,33.33,1643327,24707,1675,1675,60438,364,304,289,2890,2759,38.0,6.5,-100.0,-1,-1,5,469,3,0,0,0
TJ2:bin_000028.fa,o__Clostridiales (UID1226),155,278,158,97.68,4.45,37.5,2814139,32575,2538,2538,27077,399,327,314,1774,1673,39.2,6.71,-100.0,-1,-1,7,263,8,0,0,0
TJ2:bin_000029.fa,k__Bacteria (UID2495),2993,147,91,98.84,0.0,0.0,2707237,38695,2433,2433,41227,406,342,326,3764,3427,36.9,6.09,-100.0,-1,-1,2,145,0,0,0,0
TJ2:bin_000030.fa,k__Bacteria (UID1453),901,171,117,89.17,1.71,50.0,1847185,33079,1831,1832,34143,363,300,282,2073,1913,36.7,7.76,-100.0,-1,-1,19,150,2,0,0,0
TJ2:bin_000031.fa,p__Bacteroidetes (UID2605),350,316,210,91.43,2.88,44.44,2020114,27653,1699,1699,34000,434,364,348,1838,1747,39.5,4.16,-100.0,-1,-1,22,285,9,0,0,0
TJ2:bin_000032.fa,o__Bacteroidales (UID2716),92,487,270,96.94,2.53,23.53,3064648,48796,2720,2720,24611,424,336,318,4666,4273,39.9,5.26,-100.0,-1,-1,14,458,14,1,0,0
TJ2:bin_000033.fa,k__Bacteria (UID1453),901,171,117,89.43,1.71,0.0,2096473,44849,1946,1946,38123,386,322,299,12737,11186,36.9,5.19,-100.0,-1,-1,17,151,3,0,0,0
TJ2:bin_000034.fa,f__Lachnospiraceae (UID1255),90,354,174,95.67,1.26,33.33,2619435,30455,2342,2342,31466,411,339,326,2236,2082,39.4,5.77,-100.0,-1,-1,11,340,3,0,0,0
TJ2:bin_000035.fa,o__Clostridiales (UID1212),172,263,149,96.09,2.85,0.0,2497330,36871,2350,2350,37122,401,324,308,3624,3374,40.3,6.07,-100.0,-1,-1,8,249,6,0,0,0
TJ2:bin_000036.fa,g__Prevotella (UID2724),55,567,296,84.94,0.56,0.0,2330538,29896,1936,1936,16671,419,337,322,3237,2997,38.9,4.2,-100.0,-1,-1,77,487,3,0,0,0
TJ2:bin_000037.fa,o__Clostridiales (UID1212),172,263,149,96.64,1.01,66.67,2203498,27501,2103,2103,29906,396,324,311,1920,1809,39.8,5.85,-100.0,-1,-1,8,252,3,0,0,0
TJ2:bin_000038.fa,o__Clostridiales (UID1212),172,263,149,99.33,3.75,0.0,2211483,37416,2121,2121,40692,375,322,304,4609,4245,39.7,7.13,-100.0,-1,-1,1,253,9,0,0,0
TJ2:bin_000039.fa,k__Bacteria (UID2372),131,177,106,94.74,1.79,40.0,1823048,28177,1907,1907,22058,350,288,274,1480,1406,40.6,6.47,-100.0,-1,-1,12,160,5,0,0,0
TJ2:bin_000040.fa,o__Clostridiales (UID1212),172,263,149,95.64,3.54,37.5,2066107,20658,1928,1928,20305,369,302,291,2166,2003,37.3,5.54,-100.0,-1,-1,11,244,8,0,0,0
TJ2:bin_000041.fa,o__Clostridiales (UID1212),172,263,149,95.97,0.69,0.0,2079778,21964,2003,2003,50260,369,308,297,1517,1455,37.9,6.8,-100.0,-1,-1,7,254,2,0,0,0
TJ2:bin_000042.fa,o__Clostridiales (UID1212),172,263,149,97.76,1.34,50.0,2474482,36747,2370,2370,32210,383,318,303,1773,1678,38.7,6.07,-100.0,-1,-1,5,254,4,0,0,0
TJ2:bin_000043.fa,k__Bacteria (UID2372),131,176,105,95.24,0.95,50.0,2142837,32742,2125,2125,24679,372,307,291,1634,1493,39.2,6.55,-100.0,-1,-1,6,168,2,0,0,0
TJ2:bin_000044.fa,p__Proteobacteria (UID3887),1487,256,160,97.5,0.62,0.0,2467754,19662,2198,2198,26474,388,326,317,2076,2021,37.8,6.0,-100.0,-1,-1,15,239,2,0,0,0
TJ2:bin_000045.fa,o__Clostridiales (UID1212),172,261,147,94.76,4.08,16.67,2321277,22909,2188,2188,19216,379,318,307,2075,1969,37.5,6.33,-100.0,-1,-1,13,242,6,0,0,0
TJ2:bin_000046.fa,o__Clostridiales (UID1226),155,278,158,96.52,3.8,16.67,2398655,27934,2345,2345,44168,372,311,299,2752,2639,39.8,5.62,-100.0,-1,-1,7,265,6,0,0,0
